pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,2020,OGLE,,,,,3.04,1.16,-0.75,0,12.4,,,0,3585,2770,-1070,0,Mass,,,,,,,,,0.81,0.63,-0.24,0,,,,,,17h56m37.17s,269.154875,-30d18m41.1s,-30.3114167,3930,1490,-910
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,2020,OGLE,,,,,4.06,1.91,-1.34,0,14.2,,,0,160,67,-67,0,Mass,,,,,,,,,0.7,0.28,-0.28,0,,,,,,17h51m34.00s,267.891667,-30d56m47.6s,-30.9465556,3950,1870,-1310
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,2020,OGLE,,,,,2.17,0.78,-0.78,0,14.3,,,0,144,137,-82,0,Mass,,,,,,,,,0.35,0.3,-0.2,0,,,,,,17h58m38.22s,269.65925,-29d08m12.0s,-29.1366667,4000,1500,-1500
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,2012,OGLE,,,,,4,0.5,-0.5,0,7.72,,,0,46.1,2.6,-2.6,0,Mass,,,,,,,,,1.06,0.05,-0.05,0,,,,,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4019,380,-380
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,2012,OGLE,,,,,4.8,0.7,-0.7,0,13.9,,,0,270,20,-20,0,Mass,,,,,,,,,1.06,0.05,-0.05,0,,,,,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4019,380,-380
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,2022,OGLE,,,,,1.28,0.48,-0.34,0,10.9,,,0,82.63539,69.92225,-34.96112,0,Mass,,,,,,,,,0.09,0.08,-0.04,0,,,,,,18h13m50.16s,273.459,-25d29m08.6s,-25.4857222,4050,1780,-1160
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,2006,OGLE,,,,,3.5,0.3,-0.3,0,3.84,,,0,14.1,0.9,-0.9,0,Mass,,,,,,,,,0.69,0.02,-0.02,0,,,,,,18h06m05.32s,271.522167,-30d43m57.5s,-30.7326389,4100,400,-400
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,2022,KMTNet,,,,,3.09,1.33,-1.05,0,2.22,,,0,5.56,3.84,-2.84,0,Mass,,,,,,,,,0.47,0.33,-0.24,0,,,,,,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947,4150,1790,-1420
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,2019,OGLE,,,,,2.07,0.65,-0.77,0,13.2,,,0,807,470,-442,0,Mass,,,,,,,,,0.34,0.19,-0.19,0,,,,,,18h04m49.21s,271.2050417,-32d37m58.90s,-32.6330278,4230,1510,-1640
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,1,2023,KMTNet,,,,,1.78,0.45,-0.46,0,1.7,,,0,3.54,1.95,-1.63,0,Mass,,,,,,,,,0.41,0.23,-0.19,0,,,,,,18h17m17.31s,274.322125,-25d19m26.18s,-25.3239389,4240,2160,-1710
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,1,2022,KMTNet,,,,,3.81,2.96,-2.32,0,13.7,,,0,365.50267,232.01474,-200.2319,0,Mass,,,,,,,,,0.66,0.42,-0.36,0,,,,,,17h49m35.29s,267.3970417,-21d58m34.32s,-21.9762,4310,1970,-1840
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,2015,OGLE,,,,,1.89,0.25,-0.2,0,13.9,,,0,280,86,-57,0,Mass,,,,,,,,,0.21,0.07,-0.04,0,,,,,,17h57m47.72s,269.448833,-27d23m40.3s,-27.3945278,4380,510,-450
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,2018,MOA,,,,,0.69,0.24,-0.24,0,4.43,,,0,18,34,-12,0,Mass,,,,,,,,,0.15,0.27,-0.1,0,,,,,,17h55m28.29s,268.867889,-29d10m14.4s,-29.1706657,4400,1400,-1400
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,2022,OGLE,,,,,3.29,4.15,-2.52,0,13.1,,,0,1090.15144,581.62598,-371.85924,0,Mass,,,,,,,,,0.92,0.49,-0.32,0,,,,,,17h45m37.44s,266.406,-24d26m50.2s,-24.4472778,4400,1150,-1020
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,2022,OGLE,,,,,2.77,3.49,-2.12,0,12.5,,,0,3248.20632,1735.3431,-1112.39942,0,Mass,,,,,,,,,0.92,0.49,-0.32,0,,,,,,17h45m37.44s,266.406,-24d26m50.2s,-24.4472778,4400,1150,-1020
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,1,2022,KMTNet,,,,,1.16,0.47,-0.51,0,12.9,,,0,1452.47582,1188.67824,-654.72652,0,Mass,,,,,,,,,0.74,0.43,-0.38,0,,,,,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410,1790,-1930
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,2018,KMTNet,,,,,3.45,0.98,-0.95,0,6.45,,,0,34,15,-12,0,Mass,,,,,,,,,0.76,0.34,-0.27,0,,,,,,17h58m35.92s,269.6496667,-28d08m01.21s,-28.1336694,4530,1040,-980
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,1,2023,KMTNet,,,,,3.54,1.06,-1.06,0,13.6,,,0,413.17693,216.12332,-216.12332,0,Mass,,,,,,,,,0.63,0.33,-0.33,0,,,,,,17h42m55.74s,265.73225,-25d30m32.08s,-25.5089111,4540,1670,-1670
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,1,2022,KMTNet,,,,,2.6,0.6,-0.8,0,13,,,0,1287.20505,549.84314,-587.98255,0,Mass,,,,,,,,,0.79,0.33,-0.36,0,,,,,,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,4600,1700,-1400
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,1,2022,KMTNet,,,,,3.5,1.3,-1,0,3.35,,,0,11.2,5.5,-4.5,0,Mass,5200,,,0,,,,,0.78,0.29,-0.26,0,,,,,,17h56m58.0s,269.2416667,-30d05m35s,-30.0930556,4600,1600,-1100
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,1,2023,KMTNet,,,,,1.7,0.5,-0.56,0,1.85,,,0,4.08,2.58,-2.08,0,Mass,,,,,,,,,0.25,0.16,-0.13,0,,,,,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670,2450,-2100
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,2018,OGLE,,,,,3.913,1.615,-1.649,0,1.62,,,0,3.269,3.849,-2.015,0,Mass,,,,,,,,,0.4,0.39,-0.23,0,,,,,,17h51m52.95s,267.970612,-29d16m16.9s,-29.2713604,4705,1468,-1763
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,2020,KMTNet,,,,,3.64,1.22,-1.61,0,13.2,,,0,836,375,-391,0,Mass,,,,,,,,,0.64,0.29,-0.3,0,,,,,,17h44m51.01s,266.212542,-23d12m04.97s,-23.2013806,4880,1650,-2180
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,2022,KMTNet,,,,,3.1,0.8,-0.9,0,2.99,,,0,9.2,5,-4.1,0,Mass,,,,,,,,,0.7,0.34,-0.31,0,,,,,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900,1900,-1600
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,2013,OGLE,,,,,3.45,0.26,-0.26,0,13.2,,,0,868,140,-140,0,Mass,,,,,,,,,0.44,0.07,-0.07,0,,,,,,17h53m18.17s,268.325708,-30d28m16.2s,-30.4711667,4970,290,-290
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,1,2023,KMTNet,,,,,4.5,0.9,-1.3,0,13.6,,,0,467.20776,206.58846,-244.72787,0,Mass,,,,,,,,,0.72,0.32,-0.38,0,,,,,,18h09m35.90s,272.3995833,-29d05m02.18s,-29.0839389,5070,980,-1500
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1,1,2023,KMTNet,,,,,2.44,0.88,-0.75,0,1.33,,,0,2.32,7.43,-1.56,0,Mass,,,,,,,,,0.41,0.25,-0.21,0,,,,,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5080,2240,-2180
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,1,2022,KMTNet,,,,,2.34,0.56,-0.74,0,13,,,0,1166.43025,689.68764,-657.9048,0,Mass,,,,,,,,,0.63,0.37,-0.35,0,,,,,,17h39m01.69s,264.7570417,-33d48m28.9s,-33.8080278,5080,1220,-1590
MOA-bin-1L b,MOA-bin-1L,1,1,2012,MOA,,,,,8.3,4.5,-2.7,0,13,,,0,1200,670,-670,0,Mass,,,,,,,,,0.75,0.33,-0.41,0,,,,,,17h51m10.20s,261.7925,-29d47m38.3s,-29.7939722,5100,1200,-1900
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,1,2022,KMTNet,,,,,1.62,0.33,-0.3,0,6.56,,,0,34.96112,15.89142,-12.71314,0,Mass,,,,,,,,,0.27,0.12,-0.09,0,,,,,,17h52m25.19s,268.1049583,-30d00m31.28s,-30.0086889,5120,1000,-990
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2,1,2024,OGLE,,,,,3.7,0.98,-1.16,0,12.9,,,0,1385.73185,746.89676,-692.86593,0,Mass,,,,,,,,,0.71,0.38,-0.36,0,,,,,,17h48m44.85s,267.186875,-23d44m29.47s,-23.7415194,5120,1360,-1610
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,1,1,2023,K2,4700,3000,-700,0,4.16,0.32,-0.32,0,13.7,,,0,349.61125,28.60456,-28.60456,0,Mass,,,,,,,,,0.58,0.04,-0.04,0,,,,,,17h59m31.16s,269.8798333,-27d36m26.90s,-27.6074722,5200,240,-240
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,2020,OGLE,,,,,3.5,0.3,-0.3,0,14.2,,,0,130,20,-20,0,Mass,,,,,,,,,0.56,0.07,-0.07,0,,,,,,17h55m59.92s,268.999667,-29d51m47.3s,-29.8631389,5200,500,-500
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,2017,Multiple Observatories,,,,,10.2,1.8,-2.4,0,12.6,,,0,2700,1500,-1200,0,Mass,,,,,,,,,0.49,0.27,-0.23,0,,,,,,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,5300,800,-1300
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,2022,KMTNet,,,,,1.21,0.34,-0.32,0,13.8,,,0,301.93699,238.37131,-139.8445,0,Mass,,,,,,,,,0.28,0.22,-0.13,0,,,,,,17h59m01.35s,269.755625,-29d10m06.10s,-29.1683611,5370,1500,-1420
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,1,2023,KMTNet,,,,,1.81,0.55,-0.59,0,2.23,,,0,5.59,3.57,-2.83,0,Mass,,,,,,,,,0.34,0.22,-0.17,0,,,,,,18h05m32.46s,271.38525,-28d29m25.01s,-28.4902806,5400,1820,-2600
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,2022,KMTNet,,,,,3.14,3.94,-2.33,0,1.49,,,0,2.81,1.08,-0.99,0,Mass,,,,,,,,,0.8,0.31,-0.28,0,,,,,,17h59m17.08s,269.8211667,-31d59m51.50s,-31.9976389,5560,1430,-1430
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,2022,OGLE,,,,,3,0.7,-0.8,0,4.18,,,0,16.3,12,-8.5,0,Mass,,,,,,,,,0.63,0.37,-0.32,0,,,,,,17h50m31.16s,267.6298333,-31d55m26.6s,-31.9240556,5600,1400,-1600
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,2022,OGLE,,,,,2.7,0.9,-0.9,0,6.79,,,0,37.1,25.1,-19.5,0,Mass,,,,,,,,,0.68,0.34,-0.34,0,,,,,,18h00m23.15s,270.0964583,-28d37m52.1s,-28.6311389,5600,1700,-2200
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,2023,OGLE,,,,,6.99,3.21,-3.21,0,13.1,,,0,1061.54688,603.87397,-603.87397,0,Mass,,,,,,,,,0.66,0.38,-0.38,0,,,,,,17h42m57.70s,265.7404167,-27d46m22.37s,-27.7728806,5630,1710,-1710
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,2019,OGLE,,,,,0.97,0.13,-0.13,0,3.81,,,0,13.93,1.56,-1.56,0,Mass,,,,,,,,,0.23,0.03,-0.03,0,,,,,,17h56m13.33s,269.0555417,-29d11m56.7s,-29.1990833,5650,750,-750
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,2020,OGLE,,,,,3.92,1.1,-1.32,0,12.8,,,0,1760,1150,-912,0,Mass,,,,,,,,,0.55,0.36,-0.29,0,,,,,,17h58m08.05s,269.533542,-27d08m39.20s,-27.1442222,5670,1110,-1520
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,2010,MOA,1980,790,-590,0,1.8,0.9,-0.7,0,13.2,,,0,830,1300,-510,0,Mass,,,,,,,,,0.19,0.3,-0.12,0,,,,,,17h53m50.79s,268.461625,-33d59m25.0s,-33.9903333,5690,2180,-2190
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,2022,KMTNet,,,,,3.23,1.29,-1.71,0,4.41,,,0,17.79839,10.48834,-9.85268,0,Mass,,,,,,,,,0.69,0.41,-0.38,0,,,,,,17h53m25.41s,268.355875,-31d43m28.99s,-31.7247194,5700,1820,-2420
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,1,2022,KMTNet,,,,,2.29,0.56,-0.71,0,1.97,,,0,4.55,2.31,-2.31,0,Mass,,,,,,,,,0.37,0.19,-0.19,0,,,,,,18h02m44.06s,270.6835833,-28d03m37.80s,-28.0605,5720,1100,-1670
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,2022,OGLE,,,,,4.06,2.14,-2.58,0,13.9,,,0,289.22385,209.76675,-165.27077,0,Mass,,,,,,,,,0.48,0.35,-0.28,0,,,,,,18h00m07.02s,270.02925,-32d22m31.0s,-32.3752778,5760,1430,-2480
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,2004,OGLE,,,,,4.3,2.5,-0.8,0,13.2,,,0,830,300,-200,0,Mass,,,,,,,,,0.63,0.07,-0.09,0,,,,,,18h05m16.35s,271.318125,-28d53m42.0s,-28.895,5800,600,-700
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,2018,OGLE,,,,,1.8,0.6,-0.7,0,2.95,,,0,9,9,-4.5,0,Mass,,,,,,,,,0.2,0.2,-0.1,0,,,,,,17h56m11.73s,269.048889,-30d31m42.1s,-30.5283604,5800,1800,-2100
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,2021,OGLE,,,,,2.8,0.58,-0.89,0,12.7,,,0,1976.89269,1207.74795,-1166.43025,0,Mass,,,,,,,,,0.59,0.36,-0.35,0,,,,,,17h46m43.07s,266.6794583,-23d35m03.52s,-23.5843111,5830,1210,-1850
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,2022,OGLE,,,,,2.18,0.58,-0.72,0,13.1,,,0,1036.12061,263.79758,-184.34048,0,Mass,,,,,,,,,0.42,0.34,-0.23,0,,,,,,17h33m51.66s,263.46525,-24d48m37.3s,-24.8103611,5830,1040,-1550
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,2021,KMTNet,,,,,3.54,1.25,-1.43,0,13.3,,,0,705.57906,425.89007,-384.57237,0,Mass,,,,,,,,,0.65,0.41,-0.37,0,,,,,,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840,2060,-2360
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,1,2024,KMTNet,,,,,2.96,0.54,-0.75,0,3.67,,,0,13.03096,6.35657,-6.6744,0,Mass,,,,,,,,,0.63,0.32,-0.32,0,,,,,,17h45m17.77s,266.3240417,-25d04m46.16s,-25.0794889,5900,1070,-1500
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,2009,OGLE,,,,,2.8,0.5,-0.6,0,4.72,,,0,20,7,-8,0,Mass,,,,,,,,,0.64,0.21,-0.26,0,,,,,,17h56m25.96s,269.108167,-32d14m14.7s,-32.2374167,5900,900,-1400
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,2022,OGLE,,,,,3.2,1.2,-1.2,0,13.3,,,0,699.2225,572.09113,-413.17693,0,Mass,,,,,,,,,0.57,0.43,-0.32,0,,,,,,18h07m47.81s,271.9492083,-27d02m00.8s,-27.0335556,5900,1200,-2700
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,2021,KMTNet,,,,,4.27,1.11,-1.62,0,13.7,,,0,346.43296,203.41018,-190.69704,0,Mass,,,,,,,,,0.69,0.4,-0.38,0,,,,,,17h54m42.84s,268.6785,-22d49m13.48s,-22.8204111,5910,1540,-2240
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,1,2023,KMTNet,,,,,1.85,0.93,-0.93,0,13.7,,,0,368.68095,244.72787,-244.72787,0,Mass,,,,,,,,,0.34,0.23,-0.23,0,,,,,,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,5910,1670,-1670
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,2018,OGLE,,,,,2.424,0.757,-0.783,0,14,,,0,127,202,-82,0,Mass,,,,,,,,,0.25,0.27,-0.13,0,,,,,,17h57m19.06s,269.3294067,-31d57m06.2s,-31.9517231,5915,1123,-1478
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,1,2022,KMTNet,,,,,2.37,0.77,-0.77,0,9.12,,,0,61.27,35.88,-35.88,0,Mass,,,,,,,,,0.42,0.25,-0.25,0,,,,,,17h37m57.25s,264.4885417,-28d08m54.20s,-28.1483889,5970,1490,-2410
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,2019,KMTNet,,,,,1.8,0.6,-0.5,0,13.4,,,0,640,640,-350,0,Mass,,,,,,,,,0.37,0.36,-0.2,0,,,,,,17h44m41.02s,266.170917,-25d08m34.91s,-25.1430306,6000,1300,-1700
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,1,2024,OGLE,,,,,2.53,0.5,-0.64,0,13,,,0,1207.74795,791.39273,-632.47853,0,Mass,,,,,,,,,0.46,0.3,-0.24,0,,,,,,18h06m35.99s,271.6499583,-28d19m43.79s,-28.3288306,6030,940,-1530
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,1,2023,OGLE,,,,,5.19,0.9,-1.23,0,13.5,,,0,555.24623,167.49557,-161.139,0,Mass,,,,,,,,,0.55,0.27,-0.26,0,,,,,,17h56m59.17s,269.2465417,-27d58m31.6s,-27.9754444,6070,870,-1320
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,1,2022,KMTNet,,,,,2.43,0.67,-0.67,0,14.3,,,0,143.02278,127.13136,-79.4571,0,Mass,,,,,,,,,0.36,0.32,-0.2,0,,,,,,18h09m41.12s,272.4213333,-25d44m47.69s,-25.7465806,6090,920,-1310
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,1,2022,KMTNet,,,,,2,0.8,-0.7,0,11.4,,,0,88.99195,92.17024,-57.20911,0,Mass,,,,,,,,,0.47,0.41,-0.28,0,,,,,,17h51m24.50s,267.8520833,-29d25m23.38s,-29.4231611,6100,1500,-2100
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,2018,OGLE,,,,,8,,,0,9.01,,,0,60,57,-35,0,Mass,,,,,,,,,0.41,0.3,-0.21,0,,,,,,17h57m15.78s,269.315735,-28d14m01.9s,-28.2338619,6100,1300,-1700
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,2020,KMTNet,,,,,2.15,2.59,-1.58,0,13.7,,,0,397,331,-230,0,Mass,,,,,,,,,0.48,0.4,-0.28,0,,,,,,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,6120,1260,-1600
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,2021,OGLE,,,,,3.3,0.59,-0.83,0,14,,,0,240,240,-170,0,Mass,,,,,,,,,0.43,0.33,-0.22,0,,,,,,17h42m11.69s,265.548708,-26d08m16.4s,-26.1378889,6220,1030,-1510
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,2018,KMTNet,,,,,1.08,0.22,-0.22,0,12.9,,,0,1450,1600,-680,0,Mass,,,,,,,,,0.04,0.04,-0.02,0,,,,,,17h55m03.54s,268.76474,-29d31m00.91s,-29.5169201,6260,1140,-1280
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,1,2022,KMTNet,,,,,2.89,0.44,-0.66,0,13.6,,,0,120.77479,69.92225,-63.56568,0,Mass,,,,,,,,,0.57,0.32,-0.29,0,,,,,,18h07m27.33s,271.863875,-29d16m53.69s,-29.2815806,6280,950,-1430
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,2018,KMTNet,,,,,2.2,0.7,-0.7,0,12.2,,,0,5700,6000,-3500,0,Mass,,,,,,,,,0.48,0.38,-0.26,0,,,,,,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6300,1100,-1600
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,2017,OGLE,,,,,2.6,0.5,-0.7,0,14.1,,,0,200,110,-99,0,Mass,,,,,,,,,0.46,0.26,-0.23,0,,,,,,17h52m30.37s,268.126556,-30d17m33.7s,-30.2926941,6300,1100,-1600
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,2018,Mauna Kea Observatory,,,,,4.18,0.96,-0.88,0,13.7,,,0,407,120,-140,0,Mass,,,,,,,,,0.81,0.21,-0.27,0,,,,,,17h46m36.98s,266.654083,-29d12m40.9s,-29.2113609,6300,1600,-2100
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,2020,OGLE,,,,,4.43,0.71,-0.81,0,8.39,,,0,53.1,38.5,-260,0,Mass,,,,,,,,,0.4,0.29,-0.2,0,,,,,,18h12m00.74s,273.003083,-25d42m41.80s,-25.7116111,6320,830,-1040
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,2023,OGLE,,,,,1.84,0.44,-0.44,0,12.7,,,0,2262.93826,467.20776,-467.20776,0,Mass,,,,,,,,,0.91,0.19,-0.19,0,,,,,,17h41m36.84s,265.4035,-34d42m06.30s,-34.70175,6370,820,-820
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,1,2024,KMTNet,,,,,2.96,0.56,-0.74,0,6.97,,,0,38.77507,21.61233,-21.61233,0,Mass,,,,,,,,,0.61,0.34,-0.34,0,,,,,,17h50m18.23s,267.5759583,-29d12m10.51s,-29.2029194,6390,1210,-1600
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,2018,OGLE,,,,,1.5,0.6,-0.6,0,8.59,,,0,55.3,51.3,-33.1,0,Mass,,,,,,,,,0.4,0.36,-0.24,0,,,,,,17h55m00.57s,268.75238,-31d28m08.6s,-31.4690552,6400,1280,-1870
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,2018,OGLE,,,,,1.7,0.7,-0.6,0,11,,,0,83.7,86.4,-51.2,0,Mass,,,,,,,,,0.4,0.36,-0.24,0,,,,,,17h55m00.57s,268.75238,-31d28m08.6s,-31.4690552,6400,1280,-1870
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,1,2023,OGLE,,,,,1.75,0.46,-0.47,0,2.15,,,0,5.27,4.71,-2.72,0,Mass,,,,,,,,,0.38,0.34,-0.2,0,,,,,,17h46m29.58s,266.62325,-24d16m20.17s,-24.2722694,6400,770,-1510
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,2021,KMTNet,,,,,0.681,0.102,-0.11,0,14,,,0,245.0457,375.99101,-127.44919,0,Mass,,,,,,,,,0.06,0.1,-0.03,0,,,,,,17h59m17.54s,269.8230833,-26d58m55.20s,-26.982,6421,878,-991
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,2015,MOA,,,,,1.72,0.56,-0.48,0,11.1,,,0,86,150,-51,0,Mass,,,,,,,,,0.18,0.32,-0.11,0,,,,,,18h05m12.94s,271.303917,-27d17m35.64s,-27.2932333,6430,1090,-1150
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,2020,KMTNet,,,,,2.63,0.46,-0.65,0,13,,,0,1250,1000,-690,0,Mass,,,,,,,,,0.5,0.4,-0.27,0,,,,,,17h42m51.76s,265.715667,-27d26m08.02s,-27.4355611,6440,1130,-1600
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,1,2022,KMTNet,,,,,4.39,2.18,-2.4,0,13.6,,,0,460.85119,390.92894,-279.689,0,Mass,,,,,,,,,0.51,0.43,-0.31,0,,,,,,17h38m04.00s,264.5166667,-28d02m29.85s,-28.041625,6480,1280,-1960
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,1,2023,KMTNet,,,,,1.75,0.42,-0.42,0,13.7,,,0,400.46379,321.00669,-209.76675,0,Mass,,,,,,,,,0.38,0.3,-0.2,0,,,,,,17h42m28.85s,265.6202083,-27d38m20.90s,-27.6391389,6480,1000,-1380
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,2021,KMTNet,,,,,1.449,0.209,-0.229,0,10.5,,,0,77.86796,107.74383,-42.90683,0,Mass,,,,,,,,,0.19,0.27,-0.11,0,,,,,,18h17m08.01s,274.283375,-26d21m34.70s,-26.3596389,6483,936,-1026
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,2019,KMTNet,,,,,1.6,0.6,-0.6,0,14,,,0,230,250,-130,0,Mass,,,,,,,,,0.33,0.36,-0.2,0,,,,,,17h56m25.40s,269.105833,-33d08m32.89s,-33.1424694,6500,1400,-2000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,2017,MOA,,,,,1.39,0.22,-0.22,0,13.2,,,0,890,700,-480,0,Mass,,,,,,,,,0.29,0.23,-0.15,0,,,,,,18h05m53.70s,271.473755,-27d42m51.43s,-27.7142868,6500,1000,-1000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,2017,OGLE,,,,,5.4,1.1,-1.6,0,13,,,0,1300,2100,-790,0,Mass,,,,,,,,,0.13,0.21,-0.08,0,,,,,,17h59m34.9s,269.895416,-31d49m07.0s,-31.8186111,6500,1300,-1900
